Joshua Project People Group Data

ROL3,Language,Status,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
mxq,"Mixe, Juquila",L,1,4,N,4,,1980-2004,1975,N,Y,768,1,Christianity
mzl,"Mixe, Mazatlan",L,1,5,N,4,,2005,Yes,N,Y,357,1,Christianity
neq,"Mixe, North Central",L,1,4,N,4,,2008,1994-2001,Y,Y,,1,Christianity
pxm,"Mixe, Quetzaltepec",L,1,4,N,5,Yes,2012,1999-2002,N,Y,,1,Christianity
mxp,"Mixe, Tlahuitoltepec",L,1,5,N,4,,1988,1965,N,Y,743,1,Christianity
mto,"Mixe, Totontepec",L,1,5,N,4,,1989-2009,1960,N,Y,723,1,Christianity
mim,"Mixtec, Alacatlatzala",L,1,3,N,3,,,1990-2010,Y,Y,,1,Christianity
xta,"Mixtec, Alcozauca",L,1,4,N,3,,,1997-2009,N,Y,,1,Christianity
mbz,"Mixtec, Amoltepec",L,1,4,N,3,,,2007,Y,Y,,1,Christianity
mip,"Mixtec, Apasco-Apoala",L,1,3,N,4,,Yes,1966,Y,Y,,1,Christianity
mib,"Mixtec, Atatlahuca",L,1,3,N,4,,1973,1952-1964,N,Y,851,1,Christianity
miy,"Mixtec, Ayutla",L,1,4,N,4,,2016,1970-2004,Y,Y,miy,1,Christianity
miu,"Mixtec, Cacaloxtepec",N,1,3,N,3,,,1969,N,Y,,1,Christianity
mih,"Mixtec, Chayuco",L,1,4,N,4,,1979,1972,N,N,793,1,Christianity
xtb,"Mixtec, Chazumba",N,1,4,N,2,,,,N,N,,1,Christianity
mii,"Mixtec, Chigmecatitlan",L,1,4,N,0,,,,N,Y,,1,Christianity
miz,"Mixtec, Coatzospan",L,1,4,N,4,,2003,1971-1978,N,Y,713,1,Christianity
xtu,"Mixtec, Cuyamecalco",L,1,4,N,1,,,,N,N,,1,Christianity
xtd,"Mixtec, Diuxi-Tilantongo",L,1,3,N,4,,2001,1973-2001,Y,Y,719,1,Christianity
mxs,"Mixtec, Huitepec",L,1,5,N,1,,,,N,Y,,1,Christianity
mce,"Mixtec, Itundujia",L,1,5,N,0,,,,N,N,,1,Christianity
vmj,"Mixtec, Ixtayutla",L,1,4,N,3,,,2012-2013,N,Y,,1,Christianity
mxt,"Mixtec, Jamiltepec",L,1,4,N,4,,1983,1972,N,Y,775,1,Christianity
vmc,"Mixtec, Juxtlahuaca",L,1,5,N,3,,,Yes,Y,Y,,1,Christianity
xtm,"Mixtec, Magdalena Penasco",L,1,3,N,4,,2012,2002-2005,N,Y,847,1,Christianity
mxv,"Mixtec, Metlatonoc",L,2,3,N,4,,2017,1959-2011,Y,Y,mxv,1,Christianity
vmm,"Mixtec, Mitlatongo",L,1,3,N,3,,,2012,N,Y,,1,Christianity
mix,"Mixtec, Mixtepec",L,1,3,N,3,,,1974–2014,N,Y,,1,Christianity
xtn,"Mixtec, Northern Tlaxiaco",L,1,5,N,5,2015,Yes,1995-2004,Y,Y,xtn,1,Christianity
mxa,"Mixtec, Northwest Oaxaca",L,1,3,N,3,,,Yes,Y,Y,,1,Christianity
mie,"Mixtec, Ocotepec",L,1,3,N,4,,1977,1965,Y,Y,785,1,Christianity
mil,"Mixtec, Penoles",L,1,5,N,4,,1979-2002,1966,Y,Y,792,1,Christianity
mio,"Mixtec, Pinotepa Nacional",L,1,5,N,4,,1980,1962-2007,N,Y,776,1,Christianity
mjc,"Mixtec, San Juan Colorado",L,1,5,N,4,,1994–2013,1986-2006,N,Y,732,1,Christianity
xtj,"Mixtec, San Juan Teita",L,1,4,N,3,,,1998,N,Y,,1,Christianity
mig,"Mixtec, San Miguel el Grande",L,2,4,N,4,,1951–2010,1947-2000,N,Y,858,1,Christianity
xtp,"Mixtec, San Miguel Piedras",N,1,3,N,0,,,,N,N,,1,Christianity
mdv,"Mixtec, Santa Lucia Monteverde",L,1,3,N,3,,,2012,N,N,,1,Christianity
mza,"Mixtec, Santa Maria Zacatepec",L,1,4,N,4,,2015,1995-2008,N,Y,1385,1,Christianity
mks,"Mixtec, Silacayoapan",L,2,4,N,4,,1999,1979-1986,Y,Y,254,1,Christianity
xts,"Mixtec, Sindihui",N,,,N,0,,,,N,N,,,
xti,"Mixtec, Sinicahua",L,1,3,N,2,,,,N,Y,,1,Christianity
mxy,"Mixtec, Southeastern Nochixtlan",L,1,5,N,3,,,1998-2008,N,Y,,1,Christianity
mit,"Mixtec, Southern Puebla",L,1,4,N,4,,1978,1966,Y,Y,796,1,Christianity
meh,"Mixtec, Southwestern Tlaxiaco",L,1,3,N,3,,,1999-2013,N,Y,,1,Christianity
vmq,"Mixtec, Soyaltepec",L,1,4,N,1,,,,N,N,,1,Christianity
xtt,"Mixtec, Tacahua",L,1,4,N,0,,,,N,N,,1,Christianity
vmx,"Mixtec, Tamazola",L,1,4,N,1,,,,N,Y,,1,Christianity
mxb,"Mixtec, Tezoatlan",L,1,4,N,4,,2006,1992-2003,N,Y,711,1,Christianity
mtx,"Mixtec, Tidaa",L,1,4,N,3,,,2007,N,N,,1,Christianity
xtl,"Mixtec, Tijaltepec",L,2,3,N,1,,,,N,Y,,1,Christianity
mqh,"Mixtec, Tlazoyaltepec",L,1,3,N,0,,,,N,Y,,1,Christianity
mtu,"Mixtec, Tututepec",N,1,3,N,1,,,,N,Y,,1,Christianity
jmx,"Mixtec, Western Juxtlahuaca",L,1,3,N,0,,,,N,Y,,1,Christianity
xty,"Mixtec, Yoloxochitl",L,1,3,N,0,,,,N,Y,,1,Christianity
mpm,"Mixtec, Yosondua",L,1,5,N,4,,1988,1998,N,Y,741,1,Christianity
mvg,"Mixtec, Yucuane",L,1,4,N,0,,,,N,Y,,1,Christianity
mab,"Mixtec, Yutanduchi",L,1,3,N,1,,,,N,N,,1,Christianity
mkf,Miya,L,1,2,N,3,,,2012,Y,Y,,4,"Ethnic Religions"
mvi,Miyako,N,1,1,Y,0,,,,N,N,,2,Buddhism
soy,Miyobe,L,2,2,N,4,,2011,Yes,N,Y,1104,4,"Ethnic Religions"
lus,Mizo,L,86,3,N,5,1959-1995,1916-1986,1898-1956,Y,Y,253,1,Christianity
mra,Mlabri,L,2,1,Y,1,,,,N,N,,4,"Ethnic Religions"
kja,Mlap,N,,,N,0,,,,N,N,,,
mlo,Mlomp,L,1,1,Y,1,,,,N,N,,6,Islam
mmu,Mmaala,L,1,3,N,3,,,2007,N,N,,1,Christianity
bfm,Mmen,L,1,4,N,2,,,,N,Y,,1,Christianity
cmo,"Mnong, Central",L,2,5,N,4,,2016,2009-2011,Y,Y,cmo,4,"Ethnic Religions"
mng,"Mnong, Eastern",L,1,5,N,3,,,1977-1983,N,Y,,4,"Ethnic Religions"
mnn,"Mnong, Southern",L,1,5,N,1,,,,N,N,,1,Christianity
wkd,Mo,L,1,4,N,0,,,,N,Y,,1,Christianity
gbn,Mo'da,L,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
mfq,Moba,L,2,4,N,4,,2008,1941-1984,Y,Y,,4,"Ethnic Religions"
mhn,Mocheno,L,1,3,N,1,,,,N,N,,1,Christianity
old,Mochi,L,2,5,N,4,,1939,1892,Y,Y,,1,Christianity
mhc,Mocho,N,1,5,N,0,,,,N,Y,,1,Christianity
moc,Mocovi,L,1,4,N,4,,1988,1976-1992,N,Y,332,1,Christianity
mxd,Modang,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
mqo,Modole,L,1,5,N,2,,,,N,N,,4,"Ethnic Religions"
mvq,Moere,L,1,5,N,0,,,,N,N,,1,Christianity
mfk,"Mofu, North",L,1,2,N,4,,1975,Yes,N,Y,551,6,Islam
mif,Mofu-Gudur,L,1,4,N,4,,2007,1985-1995,Y,Y,mif,4,"Ethnic Religions"
mhj,Mogholi,N,,,N,0,,,,N,N,,,
mfg,Mogofin,L,1,1,Y,3,,,2019,N,Y,,6,Islam
mou,Mogum,L,1,1,Y,2,,,,N,N,,6,Islam
mov,Mohave,N,1,4,N,0,,,,N,Y,,1,Christianity
moh,Mohawk,L,2,5,N,3,,,1787-2004,N,Y,moh,1,Christianity
xpq,Mohegan-Pequot,N,,,N,0,,,,N,N,,,
mow,Moi,L,1,4,N,0,,,,N,N,,1,Christianity
mxn,Moi,L,1,4,N,1,,,,N,Y,,1,Christianity
mkp,Moikodi,L,1,5,N,1,,,,N,N,,1,Christianity
mwz,Moingi,L,1,4,N,1,,,,N,N,,1,Christianity
ymi,Moji,L,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
mqt,Mok,L,2,1,Y,2,,,,N,N,,2,Buddhism
mwt,Moken,L,2,1,Y,4,,2002,1913,Y,Y,,4,"Ethnic Religions"
mft,Mokerang,L,1,5,N,1,,,,N,N,,1,Christianity
mkj,Mokilese,L,2,5,N,2,,,,N,N,,1,Christianity
mkm,Moklen,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
mkl,Mokole,L,1,2,N,4,,2006,2008-2011,N,Y,1034,4,"Ethnic Religions"
bri,Mokpwe,L,1,5,N,3,,,2009,N,Y,,1,Christianity
mdf,Moksha,L,1,3,N,4,,2016,1879-2009,Y,N,,1,Christianity
pwm,Molbog,L,2,1,Y,4,,2012,1977,Y,Y,,6,Islam
vsi,"Moldova Sign Language",L,1,,N,1,,,,N,N,,1,Christianity
bxc,Molengue,L,1,4,N,1,,,,N,N,,1,Christianity
mox,Molima,L,2,5,N,4,,2010,1996-2007,N,Y,1257,1,Christianity
zmo,Molo,N,,,N,0,,,,N,N,,,
msl,Molof,L,1,4,N,1,,,,N,Y,,1,Christianity
mlw,Moloko,L,1,4,N,3,,,2007,N,Y,,6,Islam
myl,Moma,L,1,4,N,3,,,1939–2015,Y,Y,,1,Christianity
msz,Momare,N,,,N,0,,,,N,N,,,
mso,Mombum,N,1,4,N,0,,,,N,N,,1,Christianity
mmb,Momina,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
mqf,Momuna,L,1,4,N,4,,2010,1985-1991,N,N,,1,Christianity
mnw,Mon,L,2,1,Y,5,1928,1847,1816-1904,Y,Y,,2,Buddhism
mnd,Monde,N,,,N,0,,,,N,N,,,
npn,Mondropolon,L,1,5,N,1,,,,N,N,,1,Christianity
lol,Mongo-Nkundu,L,2,5,N,5,1930,1908-1967,1893-1977,Y,Y,lol,1,Christianity
mgt,Mongol,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
msr,"Mongolian Sign Language",L,1,,N,0,,,,N,N,,2,Buddhism
khk,"Mongolian, Halh",L,20,1,Y,5,2003,1990,1979-1991,Y,Y,369,4,"Ethnic Religions"
mvf,"Mongolian, Peripheral",L,4,1,Y,4,,1952-2003,1994-1996,Y,Y,,2,Buddhism
mog,Mongondow,L,1,4,N,5,2016,Yes,1932-1939,Y,Y,,1,Christianity
mnz,Moni,L,1,4,N,4,,1990,1976-1990,N,Y,,1,Christianity
mnh,Mono,L,1,5,N,2,,,,N,Y,,1,Christianity
mnr,Mono,N,1,3,N,0,,,,N,N,,1,Christianity
mru,Mono,N,1,4,N,0,,,,N,N,,6,Islam
mte,Mono,L,2,5,N,2,,,,N,Y,,1,Christianity
moo,Monom,L,1,2,N,0,,,,N,N,,4,"Ethnic Religions"
kkf,"Monpa, Kalaktang",L,2,2,N,1,,,,N,Y,,2,Buddhism
twm,"Monpa, Tawang",L,3,1,Y,1,,,,N,Y,,2,Buddhism
moe,Montagnais,L,1,5,N,4,,1990,1980-1986,Y,Y,,1,Christianity
cnr,Montenegrin,L,,,N,1,,,,N,N,,,
mtl,Montol,L,1,4,N,3,,,Yes,Y,Y,,4,"Ethnic Religions"
mxk,Monumbo,L,1,5,N,1,,,,N,N,,1,Christianity
moj,Monzombo,L,3,4,N,1,,,,N,Y,,1,Christianity
gwg,Moo,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
mos,Moore,L,13,5,N,5,1983,1939-1960,1930-1960,Y,Y,mos,6,Islam
mhz,Mor,L,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
moq,Mor,N,,,N,0,,,,N,N,,,
msg,Moraid,L,1,4,N,1,,,,N,Y,,1,Christianity
mze,Morawa,L,1,5,N,1,,,,N,N,,1,Christianity
xmo,Morerebi,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
msx,Moresada,L,1,5,N,1,,,,N,N,,1,Christianity
mzq,"Mori Atas",L,1,4,N,4,,1948,1938-1941,N,Y,,1,Christianity
xmz,"Mori Bawah",L,1,4,N,4,,1948,Yes,N,Y,,1,Christianity
mdb,Morigi,L,1,5,N,2,,,,N,Y,,1,Christianity
mfe,Morisyen,L,10,5,N,4,,2010,1885-2016,Y,Y,344,5,Hinduism
mor,Moro,L,1,4,N,4,,1965-1994,1951-2002,Y,Y,,1,Christianity
xms,"Moroccan Sign Language",L,1,,N,1,,,,N,N,,6,Islam
mgc,Morokodo,L,1,4,N,3,,,2012–2016,N,Y,1377,4,"Ethnic Religions"
bdo,Morom,L,1,1,Y,1,,,,N,N,,6,Islam
mqn,Moronene,L,1,1,Y,4,,2013,2003,N,Y,,6,Islam
iwo,Morop,L,1,4,N,1,,,,N,N,,1,Christianity
mok,Morori,N,,,N,0,,,,N,N,,,
mrp,Morouas,L,1,5,N,1,,,,N,Y,,1,Christianity
mrl,Mortlockese,L,1,5,N,4,,1883,1880-1882,N,Y,,1,Christianity
mgd,Moru,L,2,4,N,5,2000,1951-1997,1928-1963,Y,Y,,1,Christianity
mqv,Mosimo,L,1,5,N,0,,,,N,N,,1,Christianity
mtj,Moskona,L,1,4,N,4,,2001,Yes,N,N,,1,Christianity
mtt,Mota,L,1,5,N,5,1912,1885-1931,1864-1902,N,Y,,1,Christianity
meu,Motu,L,1,5,N,5,1973,1891-1964,1882-1964,N,Y,,1,Christianity
hmo,"Motu, Hiri",L,2,5,N,5,1994,1982-2010,1964,Y,Y,,1,Christianity
mwh,Mouk-Aria,L,1,5,N,4,,1994-2005,Yes,N,N,,1,Christianity
jmw,Mouwase,L,1,5,N,3,,,Yes,Y,N,,1,Christianity
mzp,Movima,N,1,4,N,3,,,1967,N,Y,,1,Christianity
mzy,"Mozambican Sign Language",L,1,,N,2,,,,N,N,,1,Christianity
mpi,Mpade,L,2,1,Y,3,,,Yes,N,N,,6,Islam
mpz,Mpi,L,1,1,Y,1,,,,N,N,,2,Buddhism
mcx,Mpiemo,L,2,5,N,3,,,Yes,Y,N,,1,Christianity
pnd,Mpinda,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
mpa,Mpoto,L,1,5,N,3,,,1913-2016,Y,N,,1,Christianity
mvt,Mpotovoro,L,1,5,N,1,,,,N,N,,1,Christianity
mgg,Mpumpong,L,1,4,N,2,,,,N,Y,,1,Christianity
zmp,Mpuono,L,1,5,N,3,,,1935-1951,N,Y,,1,Christianity
akc,Mpur,L,1,4,N,3,,,1998–2013,N,Y,,1,Christianity
cmr,Mro-Khimi,L,1,4,N,4,,2015,2007-2010,Y,Y,,2,Buddhism
mro,Mru,L,1,2,N,4,,1994,1934,Y,Y,,2,Buddhism
kqx,Mser,L,2,1,Y,0,,,,N,N,,6,Islam
ukk,"Muak Sa-aak",L,2,4,N,3,,,2017,N,N,,2,Buddhism
mtd,Mualang,L,1,4,N,3,,,Yes,Y,Y,,1,Christianity
tsx,Mubami,L,1,5,N,1,,,,N,Y,,1,Christianity
mub,Mubi,L,1,1,Y,2,,,,N,Y,,6,Islam
ymd,Muda,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
dmw,Mudburra,N,,,N,0,,,,N,Y,,,
udg,Muduga,L,,,N,4,,2018,Yes,N,Y,,,
aoj,Mufian,L,1,5,N,4,,1988-1998,1978-1981,N,Y,958,1,Christianity
lmh,Mugali,N,4,1,Y,0,,,,N,N,,8,"Other / Small"
muk,Mugom,L,2,1,Y,1,,,,N,Y,,2,Buddhism
bmr,Muinane,L,1,4,N,4,,1981-2009,1969,N,Y,523,1,Christianity
ymx,"Muji, Northern",L,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
ymq,"Muji, Qila",L,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
ymc,"Muji, Southern",L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
mmk,Mukha-Dora,L,,,N,1,,,,N,N,,,
moz,Mukulu,L,1,4,N,3,,,1999–2017,N,Y,,4,"Ethnic Religions"
mlm,Mulam,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
giu,Mulao,N,,,N,0,,,,N,N,,,
mvh,Mulgi,L,1,1,Y,2,,,,N,N,,4,"Ethnic Religions"
kqa,Mum,L,1,5,N,3,,,2002,N,Y,,1,Christianity
mzm,Mumuye,L,2,4,N,4,,1995,1938,Y,Y,,4,"Ethnic Religions"
mnb,Muna,L,1,1,Y,4,,2004,1993,N,Y,,6,Islam
unx,Munda,L,131,3,N,3,,,Yes,Y,Y,,5,Hinduism
boe,Mundabli,L,1,3,N,1,,,,N,N,,1,Christianity
mua,Mundang,L,2,4,N,5,1983,1948-1956,1933-1941,Y,Y,863,1,Christianity
mnf,Mundani,L,1,5,N,4,,2006,1989-1990,Y,Y,,1,Christianity
unr,Mundari,L,144,3,N,5,1910-2002,1895-2001,1876-1965,Y,Y,,5,Hinduism
mmf,Mundat,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
muh,Mundu,L,2,4,N,4,,2005,1984-1995,Y,Y,muh,4,"Ethnic Religions"
myu,Munduruku,L,1,5,N,4,,1980,1967,Y,Y,662,1,Christianity
mhk,Mungaka,L,1,4,N,5,1961-1970,1933,1929-1952,Y,Y,,1,Christianity
mij,Mungbam,L,1,4,N,1,,,,N,Y,,1,Christianity
mth,Munggui,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
mpv,Mungkip,N,,,N,0,,,,N,N,,,
myr,Muniche,N,,,N,0,,,,N,N,,,
mtc,Munit,L,1,5,N,1,,,,N,N,,1,Christianity
mnj,Munji,L,1,1,Y,0,,,,N,Y,,6,Islam
umu,Munsee,N,,,N,3,,,1818-1821,N,Y,,,
mtq,Muong,L,1,1,Y,3,,,1963-2003,Y,Y,,4,"Ethnic Religions"
tkv,"Mur Pano",L,1,5,N,1,,,,N,N,,1,Christianity
asx,Muratayak,L,1,5,N,3,,,2012,N,N,,1,Christianity
emu,"Muria, Eastern",L,,,N,3,,,Yes,Y,N,,,
fmu,"Muria, Far Western",L,,,N,3,,,Yes,Y,N,,,
mut,"Muria, Western",L,3,1,Y,3,,,Yes,Y,Y,,5,Hinduism
mtf,Murik,L,1,5,N,1,,,,N,Y,,1,Christianity
mxr,Murik,L,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
rmh,Murkim,L,1,1,Y,1,,,,N,N,,6,Islam
mur,Murle,L,2,2,N,4,,1996,1969-1996,Y,Y,,4,"Ethnic Religions"
mwf,Murrinh-Patha,L,1,4,N,3,,,1982-1990,N,Y,,1,Christianity
muz,Mursi,L,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
mqw,Murupi,L,1,5,N,1,,,,N,N,,1,Christianity
bnb,"Murut, Bookan",L,1,4,N,0,,,,N,N,,1,Christianity
kve,"Murut, Kalabakan",L,1,2,N,0,,,,N,N,,4,"Ethnic Religions"
kxi,"Murut, Keningau",L,1,4,N,4,,2010,Yes,N,N,,1,Christianity
plz,"Murut, Paluan",L,2,2,N,2,,,,N,N,,4,"Ethnic Religions"
slg,"Murut, Selungai",L,2,5,N,2,,,,N,N,,4,"Ethnic Religions"
sbr,"Murut, Sembakung",L,2,4,N,2,,,,N,Y,,4,"Ethnic Religions"
srk,"Murut, Serudung",L,1,2,N,0,,,,N,N,,4,"Ethnic Religions"
mvv,"Murut, Tahol",L,2,5,N,5,1998,1984-1991,1965-1990,N,Y,,1,Christianity
tih,"Murut, Timugon",L,1,4,N,5,2013-2014,1998,1986-1990,N,N,99,1,Christianity
mmi,Musar,L,1,5,N,1,,,,N,N,,1,Christianity
smm,Musasa,L,18,1,Y,1,,,,N,N,,5,Hinduism
mse,Musey,L,2,4,N,5,2002,1996,1967-1986,N,Y,1130,1,Christianity
mug,Musgu,L,2,4,N,5,2016,1964,Yes,Y,Y,mug,6,Islam
xma,Mushungulu,L,1,1,Y,1,,,,N,N,,6,Islam
mui,Musi,L,7,1,Y,3,,,Yes,Y,Y,,6,Islam
mus,Muskogee,L,1,4,N,4,,1886-1891,1835-1896,N,Y,,1,Christianity
msu,Musom,L,1,5,N,0,,,,N,N,,1,Christianity
emi,Mussau-Emira,L,1,5,N,4,,Yes,2006–2015,N,N,1123,1,Christianity
muv,Muthuvan,L,2,1,Y,4,,2018,Yes,N,Y,,5,Hinduism
tuc,Mutu,L,1,5,N,4,,2011,Yes,N,Y,473,1,Christianity
mvm,Muya,L,1,1,Y,3,,,Yes,N,N,,2,Buddhism
muy,Muyang,L,1,2,N,4,,2013,2005-2009,Y,Y,1142,6,Islam
kti,"Muyu, North",L,1,4,N,4,,1930,Yes,N,N,,1,Christianity
kts,"Muyu, South",L,1,4,N,2,,,,N,N,,1,Christianity
myw,Muyuw,L,1,5,N,4,,1976-1996,1970,N,Y,1342,1,Christianity
ymz,Muzi,L,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
mcj,Mvanip,L,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
mxh,Mvuba,L,2,5,N,2,,,,N,Y,,4,"Ethnic Religions"
sur,Mwaghavul,L,1,4,N,4,,1991-2007,1915-1966,Y,Y,,1,Christianity
moa,Mwan,L,1,4,N,4,,2006,1982-1995,N,Y,moa,4,"Ethnic Religions"
wmw,Mwani,L,1,1,Y,4,,2013,2002-2006,Y,Y,1148,6,Islam
mwa,Mwatebu,L,1,5,N,1,,,,N,Y,,1,Christianity
mjh,Mwera,L,1,4,N,1,,,,N,N,,6,Islam
mwe,Mwera,L,1,4,N,3,,,2011,Y,Y,,6,Islam
mrm,Mwerlap,L,1,5,N,3,,,1973-1978,N,Y,,1,Christianity
mws,Mwimbi-Muthambi,L,1,5,N,1,,,,N,N,,4,"Ethnic Religions"
mlv,Mwotlap,L,1,5,N,3,,,2005,N,Y,,1,Christianity
mye,Myene,L,1,4,N,5,1927,1869-1919,1850-1925,N,Y,,1,Christianity
nqo,N'ko,N,,,N,0,,,,N,N,,,
nbt,Na,L,1,3,N,1,,,,N,N,,9,Unknown
nck,Na-kara,N,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
neo,Na-Meo,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
nao,Naaba,L,1,1,Y,0,,,,N,Y,,2,Buddhism
bzv,Naami,L,1,3,N,3,,,2014,N,Y,,1,Christianity
nas,Naasioi,L,1,5,N,4,,1994,1970-1980,Y,Y,1338,1,Christianity
mne,Naba,L,3,1,Y,2,,,,N,Y,,6,Islam
naf,Nabak,L,1,5,N,4,,1998,1977-1987,N,N,1132,1,Christianity
mty,Nabi,L,1,5,N,1,,,,N,N,,1,Christianity
ncd,Nachering,L,4,1,Y,1,,,,N,N,,8,"Other / Small"
mbj,Nadeb,L,1,5,N,4,,2012,1999-2007,N,Y,452,1,Christianity
nfr,Nafaanra,L,2,4,N,5,2015,1984,1982-2000,Y,Y,,4,"Ethnic Religions"
srf,Nafi,L,1,5,N,1,,,,N,N,,1,Christianity
nxx,Nafri,N,1,4,N,0,,,,N,Y,,1,Christianity
jbn,Nafusi,L,4,1,Y,3,,,Yes,N,N,,6,Islam
nag,"Naga Pidgin",L,3,3,N,4,,2018,Yes,Y,Y,,5,Hinduism
nqy,"Naga, Akyaung Ari",L,1,5,N,1,,,,N,N,,1,Christianity
njm,"Naga, Angami",L,40,3,N,5,1970,1927-1995,1890-1996,Y,Y,338,1,Christianity
njo,"Naga, Ao",L,55,3,N,5,1964-2004,1929-1995,1883,Y,Y,1008,1,Christianity
nbc,"Naga, Chang",L,26,3,N,5,2002,1982,1947-1964,Y,Y,961,1,Christianity
nqq,"Naga, Chen-Kayu",L,1,5,N,1,,,,N,N,,1,Christianity
nri,"Naga, Chokri",L,28,3,N,4,,Yes,Yes,Y,Y,nri,1,Christianity
nct,"Naga, Chothe",L,2,3,N,4,,2014,Yes,N,N,nct,1,Christianity
nkf,"Naga, Inpui",L,61,3,N,4,,2011,2000,N,N,,1,Christianity
pzn,"Naga, Jejara",L,1,5,N,2,,,,N,N,,1,Christianity
kfw,"Naga, Kharam",L,1,3,N,3,,,2018,N,N,,1,Christianity
nkh,"Naga, Khezha",L,33,3,N,3,,,Yes,Y,Y,,1,Christianity
kix,"Naga, Khiamniungan",L,26,3,N,5,2005,1981,Yes,Y,Y,1058,1,Christianity
nkb,"Naga, Khoibu",L,,,N,4,,1988,Yes,N,Y,,,
nxk,"Naga, Kokak",L,1,5,N,2,,,,N,N,,1,Christianity
nbe,"Naga, Konyak",L,30,3,N,5,1992,1973,1944-1980,Y,Y,933,1,Christianity
lzn,"Naga, Lainong",L,1,4,N,3,,,2005-2010,N,N,,2,Buddhism
nlq,"Naga, Lao",L,1,5,N,1,,,,N,N,,1,Christianity
njn,"Naga, Liangmai",L,48,3,N,5,2001,1983,1978-1988,Y,Y,njn,1,Christianity
lpn,"Naga, Long Phuri",L,1,4,N,0,,,,N,Y,,1,Christianity
njh,"Naga, Lotha",L,33,3,N,5,1967-2000,1944-1992,1932-1966,Y,Y,,1,Christianity
jmn,"Naga, Makuri",L,1,5,N,4,,2018,Yes,N,Y,,1,Christianity
nbi,"Naga, Mao",L,72,3,N,5,2001,1960-2001,1945-1947,Y,Y,,1,Christianity
nma,"Naga, Maram",L,17,3,N,4,,2004,1998,Y,Y,1023,1,Christianity
nng,"Naga, Maring",L,20,3,N,5,2014,2001,1996,N,Y,nng,1,Christianity
nmh,"Naga, Monsang",L,1,3,N,4,,2009,Yes,N,Y,nmh,1,Christianity
nmo,"Naga, Moyon",L,1,3,N,4,,Yes,Yes,N,Y,1046,1,Christianity
nme,"Naga, Mzieme",L,,,N,5,1992,1981,1953,N,N,,,
njb,"Naga, Nocte",L,34,3,N,4,,Yes,Yes,N,Y,1051,1,Christianity
nnl,"Naga, Northern Rengma",L,,,N,5,2005,1979-2002,1944-1959,N,N,nnl,,
umn,"Naga, Paungnyuan",L,1,4,N,2,,,,N,N,,1,Christianity
nph,"Naga, Phom",L,23,3,N,5,2005,1978,1961,Y,Y,1050,1,Christianity
npo,"Naga, Pochuri",L,24,3,N,5,2014,1994,Yes,N,Y,npo,1,Christianity
npg,"Naga, Ponyo-Gongwang",L,1,4,N,1,,,,N,N,,1,Christianity
pmx,"Naga, Poumei",L,1,3,N,5,2009,1992,Yes,Y,Y,1049,1,Christianity
npu,"Naga, Puimei",L,,,N,1,,,,N,N,,,
nbu,"Naga, Rongmei",L,3,3,N,5,1989,1979-2001,1959-1961,Y,Y,nbu,1,Christianity
nsa,"Naga, Sangtam",L,34,3,N,5,1995,1963-1982,1944-1950,Y,Y,1052,1,Christianity
nre,"Naga, Southern Rengma",L,31,3,N,5,2000,1976,1928,N,Y,nre,1,Christianity
nsm,"Naga, Sumi",L,33,3,N,5,2000-2004,1944-1960,1928-1961,Y,Y,nsm,1,Christianity
nmf,"Naga, Tangkhul",L,48,3,N,5,1976,1927-1995,1904-1967,Y,Y,nmf,1,Christianity
ntx,"Naga, Tangkhul",L,1,4,N,5,1989,Yes,Yes,N,N,,1,Christianity
nst,"Naga, Tangshang",L,20,5,N,5,2015,1992-2007,1979-1982,Y,Y,nst,1,Christianity
tro,"Naga, Tarao",L,2,3,N,4,,Yes,Yes,N,Y,tro,1,Christianity
nki,"Naga, Thangal",L,1,3,N,4,,2004,Yes,N,Y,nki,1,Christianity
tvt,"Naga, Tutsa",L,,,N,4,,2018,Yes,N,Y,,,
